Welcome to SHARC!

         41793450 function calls (41758184 primitive calls) in 87.491 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _text.py:7(FoldedCase)
        2    0.000    0.000    0.000    0.000 propagation_factory.py:29(create_propagation)
        5    0.000    0.000    0.000    0.000 __init__.py:170(<lambda>)
        7    0.000    0.000    0.000    0.000 __init__.py:273(scale)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _shgo.py:485(SHGO)
        1    0.000    0.000    0.000    0.000 _constraints.py:17(NonlinearConstraint)
        1    0.000    0.000    0.000    0.000 parameters_imt.py:57(ParametersUE)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        1    0.000    0.000    0.000    0.000 _util.py:429(MapWrapper)
        4    0.000    0.000    0.000    0.000 rcsetup.py:221(validate_fonttype)
        2    0.000    0.000    0.000    0.000 _manylinux.py:53(_have_compatible_abi)
        1    0.000    0.000    0.000    0.000 csv.py:83(DictReader)
        1    0.000    0.000    0.000    0.000 mask_ops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:102(__init__)
        1    0.000    0.000    0.000    0.000 dataframe_protocol.py:121(Buffer)
        1    0.000    0.000    0.000    0.000 argparse.py:1118(_CountAction)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        1    0.000    0.000    0.000    0.000 sysconfig.py:497(_get_sysconfigdata_name)
       56    0.000    0.000    0.000    0.000 pathlib.py:175(_select_from)
        1    0.000    0.000    0.000    0.000 core.py:3173(QuotedString)
        5    0.000    0.000    0.000    0.000 __init__.py:129(getLevelName)
        1    0.000    0.000    0.000    0.000 collections.py:1565(EventCollection)
        1    0.000    0.000    0.000    0.000 argparse.py:743(MetavarTypeHelpFormatter)
       12    0.000    0.000    0.000    0.000 resolver.py:21(__init__)
        2    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        8    0.000    0.000    0.000    0.000 version.py:94(__ge__)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:3532(_generateDefaultName)
        3    0.000    0.000    0.000    0.000 rcsetup.py:576(_validate_greaterequal0_lessequal1)
        4    0.000    0.000    0.000    0.000 core.py:5106(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 collections.py:1972(_MeshData)
       18    0.000    0.000    0.000    0.000 dispatcher.py:121(__init__)
        6    0.000    0.000    0.000    0.000 threading.py:1483(current_thread)
       39    0.000    0.000    0.000    0.000 csvs.py:101(na_rep)
       45    0.000    0.000    0.000    0.000 core.py:4267(<genexpr>)
        1    0.000    0.000    0.000    0.000 blocks.py:2003(EABackedBlock)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        1    0.000    0.000    0.000    0.000 _data.py:173(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2579(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 parameters_imt_mss_dc.py:8(ParametersImtMssDc)
        1    0.000    0.000    0.000    0.000 case.py:335(_OrderedChainMap)
       44    0.000    0.000    0.000    0.000 multiarray.py:669(result_type)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
       26    0.000    0.000    0.000    0.000 {method 'index' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _adapters.py:163(wrap_spec)
        2    0.000    0.000    0.000    0.000 core.py:6643(__setattr__)
       10    0.000    0.000    0.000    0.000 __init__.py:975(release)
        1    0.000    0.000    0.000    0.000 dispatcher.py:96(Dispatcher)
        1    0.000    0.000    0.000    0.000 resample.py:1626(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 suite.py:328(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 ast.py:74(_convert_num)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
        1    0.000    0.000    0.000    0.000 proj.py:32(Proj)
        2    0.000    0.000    0.000    0.000 tokenize.py:382(find_cookie)
        1    0.000    0.000    0.000    0.000 artist.py:88(_finalize_rasterization)
        2    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2486(Keyword)
        1    0.000    0.000    0.000    0.000 rrule.py:305(rrule)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 tzfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nonlin.py:584(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 _backend.py:327(set_global_backend)
        1    0.000    0.000    0.000    0.000 _stats_py.py:6103(_ParallelP)
       39    0.000    0.000    0.000    0.000 managers.py:913(__init__)
       20    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
       39    0.000    0.000    0.000    0.000 csvs.py:113(header)
        1    0.000    0.000    0.000    0.000 antenna_beamforming_imt.py:21(AntennaBeamformingImt)
        1    0.000    0.000    0.000    0.000 transforms.py:1153(LockableBbox)
        1    0.000    0.000    0.000    0.000 numeric.py:43(NumericDtype)
        1    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1655(__init__)
        2    0.000    0.000    0.000    0.000 tokenize.py:376(read_or_stop)
        1    0.000    0.000    0.000    0.000 pickle.py:194(_Framer)
        1    0.000    0.000    0.000    0.000 _tripcolor.py:1(<module>)
       21    0.000    0.000    0.000    0.000 _testutils.py:66(__init__)
       16    0.000    0.000    0.000    0.000 _pep440.py:301(<genexpr>)
        3    0.000    0.000    0.000    0.000 selectors.py:66(__len__)
        1    0.000    0.000    0.000    0.000 sample.py:1(<module>)
        7    0.000    0.000    0.000    0.000 __init__.py:102(CFunctionType)
        1    0.000    0.000    0.000    0.000 frozen.py:24(FrozenList)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 shapefile.py:1786(Writer)
        1    0.000    0.000    0.000    0.000 _interpolate.py:1022(PPoly)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 model.py:24(__init__)
       13    0.000    0.000    0.000    0.000 __init__.py:55(using_pyarrow_string_dtype)
        1    0.000    0.000    0.000    0.000 shapereader.py:421(GSHHSShpDownloader)
        1    0.000    0.000    0.000    0.000 _deprecate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:1563(_iLocIndexer)
        1    0.000    0.000    0.000    0.000 parameters_orbit.py:4(ParametersOrbit)
        1    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
        1    0.000    0.000    0.000    0.000 accessor.py:19(DirNamesMixin)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
       10    0.000    0.000    0.000    0.000 __init__.py:44(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
       33    0.000    0.000    0.000    0.000 function_base.py:19(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 _exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 figure.py:73(_AxesStack)
        1    0.000    0.000    0.000    0.000 pydoc.py:1225(TextDoc)
        1    0.000    0.000    0.000    0.000 shapefile.py:911(Reader)
        1    0.000    0.000    0.000    0.000 getlimits.py:378(finfo)
        1    0.000    0.000    0.000    0.000 ticker.py:1305(EngFormatter)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:286(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3380(_Backend)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1411(chi_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:11680(rel_breitwigner_gen)
       24    0.000    0.000    0.000    0.000 dviread.py:188(_dispatch)
        1    0.000    0.000    0.000    0.000 tempfile.py:999(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 orthogonal.py:1(<module>)
       33    0.000    0.000    0.000    0.000 __init__.py:78(<genexpr>)
        1    0.000    0.000    0.000    0.000 qmc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        1    0.000    0.000    0.000    0.000 getopt.py:192(do_shorts)
        3    0.000    0.000    0.000    0.000 {built-in method posix.readlink}
        1    0.000    0.000    0.000    0.000 _tritools.py:11(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 _json.py:1125(Parser)
        1    0.000    0.000    0.000    0.000 base.py:327(SingleDataManager)
        1    0.000    0.000    0.000    0.000 collections.py:1378(LineCollection)
        1    0.000    0.000    0.000    0.000 _manylinux.py:138(_glibc_version_string)
        1    0.000    0.000    0.000    0.000 parameters_haps.py:7(ParametersHaps)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:1233(poll)
        2    0.000    0.000    0.000    0.000 <frozen os>:1087(__subclasshook__)
        2    0.000    0.000    0.000    0.000 __init__.py:634(__init__)
        1    0.000    0.000    0.000    0.000 _interpolate.py:114(interp2d)
        1    0.000    0.000    0.000    0.000 __init__.py:432(WFSFeature)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:346(PngStream)
       13    0.000    0.000    0.000    0.000 managers.py:196(blklocs)
        1    0.000    0.000    0.000    0.000 contextlib.py:481(__init__)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
       14    0.000    0.000    0.000    0.000 doccer.py:72(inherit_docstring_from)
        1    0.000    0.000    0.000    0.000 dviread.py:65(Text)
        1    0.000    0.000    0.000    0.000 six.py:205(load_module)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
        1    0.000    0.000    0.000    0.000 __init__.py:546(Formatter)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1051(burr_gen)
        1    0.000    0.000    0.000    0.000 font_manager.py:532(FontProperties)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 rk.py:74(RungeKutta)
       10    0.000    0.000    0.000    0.000 decorator.py:195(<genexpr>)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:6540(MaskedConstant)
       17    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 dtypes.py:1433(NumpyEADtype)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:3029(rv_discrete)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 info.py:442(DataFrameInfo)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
        1    0.000    0.000    0.000    0.000 _multivariate.py:289(multivariate_normal_gen)
        1    0.000    0.000    0.000    0.000 getlimits.py:630(iinfo)
       33    0.000    0.000    0.000    0.000 results.py:21(__init__)
        3    0.000    0.000    0.000    0.000 index_tricks.py:320(__init__)
       29    0.000    0.000    0.000    0.000 core.py:4278(<genexpr>)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:24(_XlsxStyler)
        1    0.000    0.000    0.000    0.000 gbq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:953(BinGrouper)
       13    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        1    0.000    0.000    0.000    0.000 minimize_trustregion_constr.py:38(LagrangianHessian)
        1    0.000    0.000    0.000    0.000 blocks.py:2288(ExtensionBlock)
        3    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        5    0.000    0.000    0.000    0.000 constructor.py:165(add_multi_constructor)
       33    0.000    0.000    0.000    0.000 fromnumeric.py:3172(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 aoi.py:40(AreaOfUse)
        2    0.000    0.000    0.000    0.000 config.py:566(deprecate_option)
        1    0.000    0.000    0.000    0.000 orbit_model.py:12(OrbitModel)
        1    0.000    0.000    0.000    0.000 readers.py:1568(TextFileReader)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1376(__len__)
        1    0.000    0.000    0.000    0.000 extras.py:1607(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 expr.py:753(PandasExprVisitor)
        1    0.000    0.000    0.000    0.000 case.py:1423(_SubTest)
        1    0.000    0.000    0.000    0.000 transforms.py:1077(TransformedBbox)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:7199(nakagami_gen)
        1    0.000    0.000    0.000    0.000 resolver.py:12(BaseResolver)
       22    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       21    0.000    0.000    0.000    0.000 deprecation.py:171(__set_name__)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
       39    0.000    0.000    0.000    0.000 csvs.py:105(float_format)
       24    0.000    0.000    0.000    0.000 patches.py:2265(<genexpr>)
        1    0.000    0.000    0.000    0.000 gzip.py:139(GzipFile)
        6    0.000    0.000    0.000    0.000 case.py:426(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 common.py:110(IOHandles)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        1    0.000    0.000    0.000    0.000 add_newdocs.py:1(<module>)
